age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,salary,country,country_target
< 31.6,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,< 20.6,United-States,<=50K,United-States,0
46.2 - 60.8,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Self-emp-not-inc,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
31.6 - 46.2,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,< 20.6,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Divorced,Handlers-cleaners,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,Other,Male,20.6 - 40.2,Puerto-Rico,>50K,Puerto-Rico,0
31.6 - 46.2,Private,9th,Never-married,Machine-op-inspct,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40.2 - 59.8,Japan,>50K,Japan,0
31.6 - 46.2,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
60.8 - 75.4,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,20.6 - 40.2,England,>50K,England,1
< 31.6,Private,Bachelors,Never-married,Sales,Unmarried,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Divorced,Exec-managerial,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Exec-managerial,Own-child,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Federal-gov,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Other,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Transport-moving,Wife,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,59.8 - 79.4,United-States,<=50K,United-States,0
< 31.6,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,< 20.6,India,<=50K,India,0
60.8 - 75.4,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.2 - 59.8,Canada,<=50K,Canada,0
< 31.6,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,59.8 - 79.4,United-States,<=50K,United-States,0
60.8 - 75.4,Federal-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,Bachelors,Never-married,Transport-moving,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
60.8 - 75.4,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,20.6 - 40.2,Philippines,<=50K,Philippines,0
31.6 - 46.2,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,< 20.6,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Never-married,Exec-managerial,Own-child,Other,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Never-married,Other-service,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,12th,Never-married,Other-service,Own-child,White,Female,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,9th,Never-married,Sales,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,9th,Never-married,Priv-house-serv,Not-in-family,White,Female,20.6 - 40.2,El-Salvador,<=50K,El-Salvador,0
< 31.6,Private,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,20.6 - 40.2,Mexico,<=50K,Mexico,0
46.2 - 60.8,Self-emp-inc,12th,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,11th,Never-married,Craft-repair,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,11th,Never-married,Other-service,Own-child,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,59.8 - 79.4,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Federal-gov,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,≥ 79.4,United-States,<=50K,United-States,0
< 31.6,State-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,20.6 - 40.2,Nicaragua,<=50K,Nicaragua,0
46.2 - 60.8,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,10th,Never-married,Sales,Unmarried,Other,Female,20.6 - 40.2,Dominican-Republic,<=50K,Dominican-Republic,0
< 31.6,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Federal-gov,12th,Never-married,Other-service,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-voc,Separated,Adm-clerical,Own-child,Black,Female,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Female,< 20.6,United-States,<=50K,United-States,0
60.8 - 75.4,Self-emp-not-inc,Some-college,Widowed,Exec-managerial,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Separated,Sales,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,11th,Widowed,Machine-op-inspct,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Private,9th,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,12th,Never-married,Machine-op-inspct,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Divorced,Sales,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Federal-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Federal-gov,Some-college,Never-married,Armed-Forces,Other-relative,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,5th-6th,Divorced,Machine-op-inspct,Unmarried,Other,Female,20.6 - 40.2,Dominican-Republic,<=50K,Dominican-Republic,0
31.6 - 46.2,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
60.8 - 75.4,Local-gov,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Local-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,≥ 79.4,Japan,>50K,Japan,0
< 31.6,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Local-gov,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Federal-gov,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,Black,Female,59.8 - 79.4,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Local-gov,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,59.8 - 79.4,United-States,<=50K,United-States,0
31.6 - 46.2,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,59.8 - 79.4,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,< 20.6,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
60.8 - 75.4,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,< 20.6,United-States,>50K,United-States,0
< 31.6,Private,9th,Never-married,Transport-moving,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,59.8 - 79.4,United-States,<=50K,United-States,0
31.6 - 46.2,Private,7th-8th,Never-married,Machine-op-inspct,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Unmarried,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,59.8 - 79.4,Japan,<=50K,Japan,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,59.8 - 79.4,United-States,<=50K,United-States,0
60.8 - 75.4,Local-gov,5th-6th,Married-civ-spouse,Prof-specialty,Husband,White,Male,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Married-civ-spouse,Other-service,Husband,Other,Male,20.6 - 40.2,Mexico,<=50K,Mexico,0
< 31.6,Private,Some-college,Never-married,Other-service,Own-child,White,Male,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Private,12th,Married-civ-spouse,Sales,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Local-gov,Bachelors,Never-married,Prof-specialty,Other-relative,Black,Male,< 20.6,United-States,<=50K,United-States,0
< 31.6,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
60.8 - 75.4,Federal-gov,Some-college,Widowed,Tech-support,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Assoc-voc,Never-married,Farming-fishing,Own-child,White,Male,≥ 79.4,United-States,<=50K,United-States,0
60.8 - 75.4,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Federal-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
46.2 - 60.8,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
60.8 - 75.4,Local-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Sales,Unmarried,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Local-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,20.6 - 40.2,Philippines,<=50K,Philippines,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,12th,Never-married,Priv-house-serv,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
≥ 75.4,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,20.6 - 40.2,Mexico,<=50K,Mexico,0
< 31.6,Private,Bachelors,Separated,Tech-support,Own-child,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,59.8 - 79.4,United-States,<=50K,United-States,0
31.6 - 46.2,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
60.8 - 75.4,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,< 20.6,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
